Datetime,Open,High,Low,Close
2025-05-27 09:30:00,1.5,1.5299999713897705,1.5,1.5149999856948853
2025-05-27 09:35:00,1.5199999809265137,1.5299999713897705,1.5199999809265137,1.5254000425338745
2025-05-27 09:40:00,1.523900032043457,1.523900032043457,1.5128999948501587,1.5149999856948853
2025-05-27 09:45:00,1.5199999809265137,1.5199999809265137,1.5099999904632568,1.5099999904632568
2025-05-27 09:55:00,1.5099999904632568,1.5235999822616577,1.5099999904632568,1.5149999856948853
2025-05-27 10:05:00,1.5200999975204468,1.5200999975204468,1.5200999975204468,1.5200999975204468
2025-05-27 10:10:00,1.524999976158142,1.5290000438690186,1.524999976158142,1.5290000438690186
2025-05-27 10:15:00,1.5199999809265137,1.5374000072479248,1.5199999809265137,1.5374000072479248
2025-05-27 10:20:00,1.539199948310852,1.569100022315979,1.539199948310852,1.569100022315979
2025-05-27 10:25:00,1.5700000524520874,1.590000033378601,1.5700000524520874,1.5850000381469727
2025-05-27 10:30:00,1.5850000381469727,1.5850000381469727,1.5750000476837158,1.5750000476837158
2025-05-27 10:35:00,1.5791000127792358,1.579699993133545,1.5750000476837158,1.5750000476837158
2025-05-27 10:40:00,1.5750000476837158,1.5750000476837158,1.5750000476837158,1.5750000476837158
2025-05-27 10:45:00,1.5750000476837158,1.5800000429153442,1.5750000476837158,1.5800000429153442
2025-05-27 10:55:00,1.5850000381469727,1.590000033378601,1.5850000381469727,1.590000033378601
2025-05-27 11:00:00,1.5894999504089355,1.590000033378601,1.5850000381469727,1.5850000381469727
2025-05-27 11:10:00,1.590000033378601,1.590000033378601,1.5800000429153442,1.5850000381469727
2025-05-27 11:15:00,1.5850000381469727,1.5850000381469727,1.5850000381469727,1.5850000381469727
2025-05-27 11:25:00,1.5850000381469727,1.5850000381469727,1.5850000381469727,1.5850000381469727
2025-05-27 11:35:00,1.5800000429153442,1.590000033378601,1.5800000429153442,1.5850000381469727
2025-05-27 11:40:00,1.590000033378601,1.590000033378601,1.590000033378601,1.590000033378601
2025-05-27 11:45:00,1.590000033378601,1.590000033378601,1.5800000429153442,1.5850000381469727
2025-05-27 11:50:00,1.5800000429153442,1.5850000381469727,1.5800000429153442,1.5850000381469727
2025-05-27 11:55:00,1.5850000381469727,1.5850000381469727,1.5850000381469727,1.5850000381469727
2025-05-27 12:05:00,1.5850000381469727,1.590000033378601,1.5850000381469727,1.5850000381469727
