,Date,Open,High,Low,Close
0,2013-01-17 05:00:00,12952.0,12952.0,12322.400390625,12952.0
1,2013-01-18 05:00:00,12952.0,13761.5,12952.0,13761.5
2,2013-01-22 05:00:00,14301.2001953125,14301.2001953125,13311.7998046875,13311.7998046875
3,2013-01-23 05:00:00,13311.7998046875,13311.7998046875,12592.2001953125,12952.0
4,2013-01-24 05:00:00,12862.099609375,13311.7998046875,12682.2001953125,13311.7998046875
5,2013-01-25 05:00:00,13491.7001953125,13491.7001953125,13042.0,13491.7001953125
6,2013-01-28 05:00:00,13491.7001953125,13491.7001953125,13221.7998046875,13491.7001953125
7,2013-01-29 05:00:00,13581.599609375,13581.599609375,13491.7001953125,13491.7001953125
8,2013-01-30 05:00:00,13491.7001953125,13491.7001953125,13311.7998046875,13401.7001953125
9,2013-01-31 05:00:00,13401.7001953125,13401.7001953125,13221.7998046875,13311.7998046875
10,2013-02-01 05:00:00,13401.7001953125,13671.599609375,13311.7998046875,13671.599609375
11,2013-02-04 05:00:00,13491.7001953125,14211.2001953125,13491.7001953125,14211.2001953125
12,2013-02-05 05:00:00,14301.2001953125,14930.7998046875,14031.2998046875,14930.7998046875
13,2013-02-06 05:00:00,14930.7998046875,14930.7998046875,14391.099609375,14391.099609375
14,2013-02-07 05:00:00,14391.099609375,14571.0,14391.099609375,14571.0
15,2013-02-08 05:00:00,14571.0,15290.599609375,14571.0,15290.599609375
16,2013-02-11 05:00:00,15290.599609375,15290.599609375,15290.599609375,15290.599609375
17,2013-02-12 05:00:00,15290.599609375,15290.599609375,15290.599609375,15290.599609375
18,2013-02-13 05:00:00,15290.599609375,15290.599609375,15290.599609375,15290.599609375
19,2013-02-14 05:00:00,15290.599609375,15290.599609375,15290.599609375,15290.599609375
20,2013-02-15 05:00:00,15290.599609375,15290.599609375,15290.599609375,15290.599609375
21,2013-02-19 05:00:00,16369.900390625,16999.5,16190.0,16999.5
22,2013-02-20 05:00:00,18168.80078125,18168.80078125,16999.5,18168.80078125
23,2013-02-21 05:00:00,19428.0,19428.0,18888.30078125,19428.0
24,2013-02-22 05:00:00,19967.69921875,20237.5,19518.0,19967.69921875
25,2013-02-25 05:00:00,19787.80078125,19967.69921875,19158.19921875,19338.099609375
26,2013-02-26 05:00:00,18888.30078125,19068.19921875,17988.900390625,17988.900390625
27,2013-02-27 05:00:00,18078.80078125,18438.599609375,16729.69921875,18438.599609375
28,2013-02-28 05:00:00,18438.599609375,18978.30078125,17988.900390625,18888.30078125
29,2013-03-01 05:00:00,18888.30078125,19338.099609375,18708.5,19338.099609375
30,2013-03-04 05:00:00,18078.80078125,19967.69921875,17988.900390625,19967.69921875
31,2013-03-05 05:00:00,19967.69921875,20237.5,19338.099609375,19338.099609375
32,2013-03-06 05:00:00,18888.30078125,18888.30078125,18438.599609375,18888.30078125
33,2013-03-07 05:00:00,18438.599609375,20147.599609375,18438.599609375,19967.69921875
34,2013-03-08 05:00:00,19967.69921875,20327.5,19607.900390625,20237.5
35,2013-03-11 04:00:00,20147.599609375,20327.5,19787.80078125,19967.69921875
36,2013-03-12 04:00:00,19967.69921875,21047.0,19787.80078125,21047.0
37,2013-03-13 04:00:00,21047.0,22486.099609375,20327.5,22486.099609375
38,2013-03-14 04:00:00,24015.19921875,24015.19921875,23385.599609375,24015.19921875
39,2013-03-15 04:00:00,25634.19921875,25634.19921875,25634.19921875,25634.19921875
40,2013-03-18 04:00:00,26983.400390625,27343.099609375,25904.0,27343.099609375
41,2013-03-19 04:00:00,27343.099609375,29232.0,26983.400390625,28782.19921875
42,2013-03-20 04:00:00,28782.19921875,29321.900390625,28332.5,28332.5
43,2013-03-21 04:00:00,27882.80078125,28422.5,26353.69921875,27523.0
44,2013-03-22 04:00:00,26353.69921875,26353.69921875,25634.19921875,25904.0
45,2013-03-25 04:00:00,25634.19921875,26983.400390625,25634.19921875,26083.900390625
46,2013-03-26 04:00:00,26083.900390625,27433.099609375,25634.19921875,27433.099609375
47,2013-03-27 04:00:00,27433.099609375,27882.80078125,26983.400390625,27882.80078125
48,2013-03-28 04:00:00,27702.900390625,27882.80078125,26983.400390625,26983.400390625
49,2013-04-01 04:00:00,26083.900390625,26983.400390625,25634.19921875,26533.599609375
50,2013-04-02 04:00:00,26533.599609375,26983.400390625,26083.900390625,26983.400390625
51,2013-04-03 04:00:00,26983.400390625,27433.099609375,26083.900390625,26083.900390625
52,2013-04-04 04:00:00,26083.900390625,26983.400390625,25634.19921875,26173.900390625
53,2013-04-05 04:00:00,26173.900390625,26983.400390625,25904.0,26533.599609375
54,2013-04-08 04:00:00,26893.400390625,28332.5,26533.599609375,28332.5
55,2013-04-09 04:00:00,29232.0,30311.30078125,28782.19921875,30311.30078125
56,2013-04-10 04:00:00,30581.099609375,31030.900390625,30131.400390625,30581.099609375
57,2013-04-11 04:00:00,30581.099609375,31030.900390625,29681.69921875,29681.69921875
58,2013-04-12 04:00:00,28692.30078125,29681.69921875,28692.30078125,28962.099609375
59,2013-04-15 04:00:00,28962.099609375,29411.900390625,28782.19921875,28872.19921875
60,2013-04-16 04:00:00,28872.19921875,30671.099609375,28692.30078125,30581.099609375
61,2013-04-17 04:00:00,31030.900390625,32649.900390625,30581.099609375,32649.900390625
62,2013-04-18 04:00:00,33819.1015625,34628.6015625,33279.5,34628.6015625
63,2013-04-19 04:00:00,34628.6015625,34628.6015625,34628.6015625,34628.6015625
64,2013-04-22 04:00:00,35528.1015625,36067.80078125,35348.19921875,35528.1015625
65,2013-04-23 04:00:00,35528.1015625,36157.69921875,35348.19921875,35618.0
66,2013-04-24 04:00:00,35078.3984375,35618.0,34628.6015625,34628.6015625
67,2013-04-25 04:00:00,34628.6015625,35078.3984375,34538.69921875,35078.3984375
68,2013-04-26 04:00:00,35078.3984375,35078.3984375,34178.8984375,34178.8984375
69,2013-04-29 04:00:00,34178.8984375,34178.8984375,34178.8984375,34178.8984375
70,2013-04-30 04:00:00,34178.8984375,34178.8984375,34178.8984375,34178.8984375
71,2013-05-01 04:00:00,34178.8984375,34178.8984375,34178.8984375,34178.8984375
72,2013-05-02 04:00:00,33279.5,34178.8984375,32380.0,32380.0
73,2013-05-03 04:00:00,32380.0,33279.5,30581.099609375,30581.099609375
74,2013-05-06 04:00:00,30581.099609375,30581.099609375,28782.19921875,28782.19921875
75,2013-05-07 04:00:00,26983.400390625,26983.400390625,26983.400390625,26983.400390625
76,2013-05-08 04:00:00,25904.0,26083.900390625,25184.5,25184.5
77,2013-05-09 04:00:00,25004.599609375,25454.30078125,25004.599609375,25274.400390625
78,2013-05-10 04:00:00,25544.19921875,26983.400390625,25184.5,26983.400390625
79,2013-05-13 04:00:00,27882.80078125,28872.19921875,27433.099609375,28872.19921875
80,2013-05-14 04:00:00,28872.19921875,29681.69921875,28782.19921875,29681.69921875
81,2013-05-15 04:00:00,29411.900390625,29411.900390625,27613.0,27613.0
82,2013-05-16 04:00:00,26983.400390625,27073.30078125,25724.099609375,25724.099609375
83,2013-05-17 04:00:00,25184.5,25184.5,23925.19921875,23925.19921875
84,2013-05-20 04:00:00,22486.099609375,23115.69921875,22306.19921875,22306.19921875
85,2013-05-21 04:00:00,20777.19921875,21137.0,20777.19921875,21047.0
86,2013-05-22 04:00:00,19607.900390625,20957.099609375,19607.900390625,20327.5
87,2013-05-23 04:00:00,20057.599609375,20957.099609375,19158.19921875,19158.19921875
88,2013-05-24 04:00:00,19877.69921875,20417.400390625,17988.900390625,17988.900390625
89,2013-05-28 04:00:00,20507.400390625,20507.400390625,20237.5,20507.400390625
90,2013-05-29 04:00:00,21856.5,21856.5,20417.400390625,21047.0
91,2013-05-30 04:00:00,21047.0,21586.69921875,20507.400390625,20687.19921875
92,2013-05-31 04:00:00,20687.19921875,20867.099609375,19248.099609375,19248.099609375
93,2013-06-03 04:00:00,17988.900390625,19248.099609375,17988.900390625,18438.599609375
94,2013-06-04 04:00:00,18438.599609375,19518.0,17988.900390625,19518.0
95,2013-06-05 04:00:00,19877.69921875,20867.099609375,19518.0,20597.30078125
96,2013-06-06 04:00:00,20147.599609375,20417.400390625,19338.099609375,19697.900390625
97,2013-06-07 04:00:00,20597.30078125,21047.0,19697.900390625,21047.0
98,2013-06-10 04:00:00,22036.400390625,22486.099609375,21226.900390625,22486.099609375
99,2013-06-11 04:00:00,22935.900390625,23385.599609375,22396.19921875,22935.900390625
100,2013-06-12 04:00:00,22845.900390625,22935.900390625,21946.5,22036.400390625
101,2013-06-13 04:00:00,22486.099609375,23385.599609375,22036.400390625,23385.599609375
102,2013-06-14 04:00:00,24914.599609375,25004.599609375,24285.0,25004.599609375
103,2013-06-17 04:00:00,25634.19921875,25634.19921875,24285.0,24464.900390625
104,2013-06-18 04:00:00,24914.599609375,26173.900390625,24464.900390625,26173.900390625
105,2013-06-19 04:00:00,27972.69921875,27972.69921875,26983.400390625,27972.69921875
106,2013-06-20 04:00:00,29861.599609375,29861.599609375,29501.80078125,29861.599609375
107,2013-06-21 04:00:00,30581.099609375,31930.30078125,29681.69921875,31930.30078125
108,2013-06-24 04:00:00,31480.599609375,31930.30078125,29771.599609375,29771.599609375
109,2013-06-25 04:00:00,27702.900390625,27702.900390625,27702.900390625,27702.900390625
